Date,USD,JPY,GBP,CHF,AUD,CAD,CNY,HKD,KRW,MYR,NZD,PHP,SGD,THB,ZAR
3/07/2020,1.1224,120.68,0.9012,1.0623,1.6175,1.5233,7.931,8.6987,1346.54,4.8123,1.7204,55.536,1.5654,34.918,19.1761
2/07/2020,1.1286,121.24,0.90225,1.0648,1.6296,1.5343,7.9759,8.7469,1353.9,4.8366,1.7297,56.078,1.5726,35.054,19.0952
1/07/2020,1.12,120.31,0.9043,1.062,1.6268,1.5217,7.9151,8.6808,1347.84,4.8009,1.7362,55.791,1.563,34.709,19.2935
30/06/2020,1.1198,120.66,0.91243,1.0651,1.6344,1.5324,7.9219,8.6788,1345.83,4.7989,1.748,55.834,1.5648,34.624,19.4425
29/06/2020,1.1284,121.07,0.9154,1.0669,1.6406,1.5409,7.9841,8.7456,1352.81,4.8352,1.7533,56.258,1.5708,34.845,19.4262
26/06/2020,1.1213,119.93,0.90575,1.0631,1.6313,1.5318,7.9298,8.6904,1346.19,4.8115,1.7428,56.053,1.5608,34.674,19.3799
25/06/2020,1.12,120.25,0.90133,1.0637,1.6321,1.5282,7.9206,8.6805,1347.73,4.7914,1.7465,56.075,1.56,34.647,19.4883
24/06/2020,1.128,120.3,0.90343,1.0679,1.6342,1.5331,7.9772,8.7421,1356.39,4.8194,1.7552,56.453,1.5668,34.788,19.5264
23/06/2020,1.1318,121.05,0.9063,1.0705,1.6272,1.5269,7.9944,8.7716,1366.51,4.839,1.7391,56.685,1.5743,34.995,19.4719
22/06/2020,1.1213,119.89,0.90328,1.0654,1.6292,1.521,7.9348,8.6902,1361.3,4.7997,1.735,56.2,1.5639,34.76,19.5077
19/06/2020,1.121,119.77,0.90505,1.0656,1.6261,1.5209,7.9332,8.6889,1353.53,4.7854,1.7403,56.133,1.5623,34.765,19.444
18/06/2020,1.1222,120,0.90028,1.0667,1.6356,1.5218,7.9545,8.6972,1359.26,4.8008,1.742,56.302,1.5642,34.928,19.5334
17/06/2020,1.1232,120.65,0.89448,1.0669,1.6292,1.5204,7.9602,8.7049,1362.21,4.8095,1.7395,56.273,1.565,35.055,19.2289
16/06/2020,1.1308,121.39,0.8937,1.0717,1.6324,1.532,8.0041,8.7634,1369.11,4.8342,1.7474,56.664,1.5713,35.18,19.2518
15/06/2020,1.1253,120.83,0.89648,1.0679,1.6476,1.5342,7.984,8.7211,1366.08,4.814,1.7471,56.653,1.5692,35.008,19.322
12/06/2020,1.1304,121.26,0.89653,1.0697,1.6447,1.5347,7.999,8.7607,1360.45,4.824,1.7553,56.763,1.5718,34.986,19.2794
11/06/2020,1.1348,121.52,0.89665,1.0697,1.6421,1.5321,8.025,8.795,1359.18,4.8223,1.753,56.889,1.5758,35.122,19.1372
10/06/2020,1.1375,122.16,0.88963,1.0762,1.622,1.5228,8.0305,8.8157,1352.17,4.8361,1.7357,56.767,1.5746,35.422,18.8376
9/06/2020,1.1294,122.14,0.8912,1.077,1.6267,1.5187,8.0025,8.753,1353.3,4.8287,1.7375,56.521,1.5708,35.418,18.8935
8/06/2020,1.1285,123.41,0.89173,1.0861,1.6156,1.5126,7.9836,8.746,1353.2,4.8159,1.7291,56.301,1.57,35.474,18.9799
5/06/2020,1.133,123.77,0.89448,1.0866,1.6227,1.5237,8.0349,8.7809,1365.57,4.8345,1.7392,56.457,1.5775,35.65,19.0823
4/06/2020,1.125,122.48,0.89685,1.0786,1.6276,1.5203,8.0066,8.7189,1368.73,4.8077,1.751,56.109,1.5758,35.539,19.0059
3/06/2020,1.1194,121.54,0.89065,1.0793,1.628,1.5173,7.9599,8.6757,1364.09,4.7703,1.7532,55.923,1.5656,35.339,19.0844
2/06/2020,1.1174,120.83,0.89083,1.0741,1.631,1.5106,7.9413,8.6609,1364.42,4.7797,1.768,56.071,1.5668,35.271,19.2755
1/06/2020,1.1116,119.75,0.89673,1.0686,1.6488,1.5228,7.9327,8.6165,1364.44,4.8004,1.7824,55.947,1.5669,35.204,19.3993
29/05/2020,1.1136,119.29,0.90088,1.072,1.6681,1.528,7.9456,8.6347,1376.21,4.8414,1.7863,56.231,1.5712,35.424,19.4239
28/05/2020,1.1016,118.68,0.89728,1.0683,1.6624,1.5155,7.8804,8.5407,1363.76,4.798,1.7776,55.792,1.5621,35.108,19.1981
27/05/2020,1.0991,118.58,0.89595,1.0675,1.6565,1.5126,7.8682,8.5204,1359.04,4.7783,1.7719,55.668,1.5588,35.056,19.1477
26/05/2020,1.0975,117.92,0.88878,1.06,1.6539,1.5184,7.8269,8.5078,1352.23,4.7889,1.7717,55.358,1.556,34.988,19.065
25/05/2020,1.091,117.47,0.89515,1.0597,1.6678,1.5261,7.7856,8.4599,1354.63,4.7606,1.789,55.382,1.5545,34.89,19.2807
22/05/2020,1.0904,117.26,0.89563,1.0591,1.6694,1.5273,7.7797,8.4571,1353.51,4.7569,1.787,55.349,1.5521,34.778,19.2476
21/05/2020,1.1,118.42,0.89943,1.0628,1.671,1.531,7.8153,8.5298,1354.6,4.7801,1.7949,55.649,1.5561,34.991,19.6577
20/05/2020,1.0958,117.95,0.89358,1.0584,1.6653,1.5211,7.7806,8.4926,1345.71,4.7684,1.7859,55.447,1.5503,34.868,19.7503
19/05/2020,1.095,118,0.89535,1.0633,1.6751,1.5251,7.7816,8.487,1341.19,4.7583,1.8004,55.567,1.5513,34.947,19.9649
18/05/2020,1.0832,116.31,0.89153,1.0521,1.6736,1.5202,7.7068,8.3964,1332.42,4.732,1.8096,55.102,1.5426,34.684,19.8913
15/05/2020,1.0798,115.53,0.88738,1.0513,1.6805,1.5231,7.6759,8.3693,1332.6,4.6982,1.8145,54.778,1.5397,34.656,20.0761
14/05/2020,1.0792,115.48,0.88495,1.0512,1.6805,1.5224,7.6655,8.3647,1329.17,4.6843,1.8068,54.591,1.5374,34.675,20.1637
13/05/2020,1.0875,116.28,0.88245,1.0528,1.6687,1.5243,7.7102,8.4286,1331.08,4.704,1.7983,54.545,1.538,34.844,19.919
12/05/2020,1.0858,116.56,0.87773,1.052,1.6625,1.5178,7.6933,8.4154,1326.17,4.6977,1.7742,54.388,1.5357,34.854,19.7382
11/05/2020,1.0824,116.16,0.87875,1.0519,1.6709,1.5136,7.6783,8.3893,1325.57,4.6911,1.7808,54.527,1.5335,34.837,19.96
8/05/2020,1.0843,115.34,0.87535,1.0529,1.6613,1.5118,7.6719,8.4052,1322.41,4.6994,1.7668,54.681,1.5326,34.958,19.997
7/05/2020,1.0783,114.91,0.87478,1.053,1.6704,1.5177,7.6427,8.358,1320.18,4.6631,1.782,54.497,1.5303,34.969,20.0698
6/05/2020,1.0807,114.65,0.87253,1.053,1.7046,1.5225,7.6707,8.3763,1323.48,4.6713,1.7839,54.62,1.5335,35.004,20.0603
5/05/2020,1.0843,115.71,0.8706,1.0525,1.6825,1.5201,7.6575,8.4057,1324.81,4.6674,1.791,54.863,1.5359,35.126,19.9018
4/05/2020,1.0942,116.84,0.87898,1.0548,1.7022,1.539,7.7275,8.4838,1340,4.7226,1.8083,55.379,1.5495,35.397,20.3924
30/04/2020,1.0876,115.87,0.86905,1.0558,1.6598,1.5077,7.6665,8.43,1313.09,4.6767,1.7705,54.772,1.5324,35.216,19.6572
29/04/2020,1.0842,115.52,0.87378,1.0571,1.6655,1.5129,7.6723,8.4029,1321.59,4.7136,1.7831,54.763,1.5344,35.15,19.9836
28/04/2020,1.0877,116.06,0.87078,1.0586,1.6734,1.5179,7.6977,8.4301,1325.8,4.7451,1.7956,55.032,1.5407,35.28,20.2913
27/04/2020,1.0852,116.22,0.87263,1.0557,1.6795,1.5255,7.686,8.4104,1328.82,4.725,1.7893,54.987,1.5391,35.236,20.4109
24/04/2020,1.08,116.22,0.87498,1.0525,1.6943,1.5173,7.6455,8.3706,1332.59,4.7093,1.7991,54.891,1.5396,35.03,20.5019
23/04/2020,1.0772,115.75,0.872,1.0511,1.6918,1.5226,7.6259,8.3489,1326.8,4.6966,1.7947,54.571,1.5331,34.815,20.5432
22/04/2020,1.0867,117.01,0.8792,1.0523,1.7199,1.5375,7.6964,8.422,1339.66,4.7437,1.82,55.096,1.5508,35.176,20.4413
21/04/2020,1.0837,116.39,0.8812,1.0517,1.7266,1.5393,7.6888,8.3987,1335.34,4.7634,1.8181,55.096,1.551,35.269,20.5853
20/04/2020,1.086,117.11,0.87343,1.0518,1.7085,1.5325,7.6819,8.4168,1323.52,4.7507,1.7962,55.126,1.5455,35.284,20.3486
17/04/2020,1.086,116.86,0.86978,1.0515,1.7088,1.528,7.6821,8.4171,1321.53,4.7458,1.8043,55.295,1.5447,35.328,20.3626
16/04/2020,1.0888,117.12,0.87163,1.0516,1.7266,1.5359,7.6991,8.4391,1334.51,4.7655,1.821,55.414,1.5539,35.56,20.2373
15/04/2020,1.0903,117.12,0.87385,1.0534,1.7299,1.533,7.6998,8.4513,1330.54,4.7314,1.8223,55.311,1.5533,35.631,20.4137
14/04/2020,1.0963,117.66,0.87253,1.0543,1.7139,1.5257,7.7366,8.4975,1332.53,4.7508,1.8008,55.453,1.5521,35.86,20.0255
9/04/2020,1.0867,118.33,0.87565,1.0558,1.7444,1.5265,7.6709,8.4259,1322.49,4.7136,1.8128,54.939,1.5479,35.665,19.6383
8/04/2020,1.0871,118.36,0.87948,1.0557,1.7596,1.5233,7.6818,8.4277,1324.36,4.7274,1.8194,54.977,1.5517,35.613,19.7624
7/04/2020,1.0885,118.55,0.88093,1.0582,1.7578,1.5259,7.6802,8.4381,1319.39,4.7268,1.816,54.915,1.5501,35.665,19.9838
6/04/2020,1.0791,117.54,0.878,1.056,1.779,1.528,7.6519,8.3651,1326.04,4.7097,1.82,54.667,1.548,35.459,20.3534
3/04/2020,1.0785,117.1,0.8785,1.0547,1.8004,1.5299,7.6476,8.3625,1332.82,4.7006,1.8423,54.805,1.5489,35.601,20.2642
2/04/2020,1.0906,117.06,0.87738,1.0551,1.797,1.5451,7.7387,8.4545,1339.88,4.7524,1.838,55.485,1.5617,35.961,20.177
1/04/2020,1.0936,117.55,0.8846,1.0564,1.8053,1.5601,7.7653,8.4781,1346.48,4.7654,1.8547,55.709,1.5689,36.111,19.6619
31/03/2020,1.0956,118.9,0.88643,1.0585,1.7967,1.5617,7.7784,8.4945,1341.03,4.733,1.8417,55.865,1.5633,35.925,19.6095
30/03/2020,1.1034,119.34,0.889,1.0571,1.8021,1.5626,7.8337,8.5559,1351.52,4.7806,1.8405,56.196,1.5732,36.081,19.7286
27/03/2020,1.0977,119.36,0.89743,1.0581,1.8209,1.5521,7.7894,8.5095,1346.31,4.7619,1.8548,56.125,1.5762,35.769,19.3415
26/03/2020,1.0981,120.18,0.91348,1.0634,1.8162,1.5466,7.7675,8.5136,1336.46,4.7603,1.853,55.981,1.5759,35.836,19.1484
25/03/2020,1.0827,120.67,0.91503,1.0602,1.7993,1.5539,7.6844,8.3941,1334.82,4.7493,1.8479,55.25,1.5651,35.491,18.8478
24/03/2020,1.0843,119.99,0.921,1.0572,1.8315,1.5716,7.6549,8.4088,1346.65,4.804,1.8676,55.375,1.5692,35.533,19.0754
23/03/2020,1.0783,119.11,0.9297,1.059,1.8586,1.551,7.6385,8.3631,1355.1,4.793,1.8939,55.425,1.5745,35.438,19.014
20/03/2020,1.0707,118.37,0.91028,1.0546,1.8226,1.5257,7.5919,8.3056,1335.64,4.7052,1.8521,54.895,1.5515,34.851,18.5127
19/03/2020,1.0801,118.63,0.92985,1.0535,1.8635,1.5623,7.6849,8.3849,1364.14,4.7686,1.8903,55.593,1.5643,35.076,18.68
18/03/2020,1.0934,117.78,0.9219,1.0546,1.8568,1.5749,7.6925,8.4917,1377.8,4.7793,1.8727,56.441,1.576,35.448,18.5624
17/03/2020,1.0982,117.5,0.90823,1.0561,1.8287,1.5512,7.7095,8.5274,1365.21,4.7777,1.842,56.563,1.5691,35.461,18.2288
16/03/2020,1.1157,117.76,0.90918,1.0546,1.8198,1.5539,7.8351,8.6682,1373.34,4.8092,1.8499,57.625,1.5868,35.937,18.5602
13/03/2020,1.1104,119.11,0.8907,1.0608,1.7684,1.5389,7.7587,8.6255,1341.38,4.7508,1.812,56.453,1.5684,35.244,17.9235
12/03/2020,1.124,116.84,0.88623,1.0549,1.7674,1.5524,7.8877,8.7466,1359.4,4.7944,1.8173,57.645,1.5779,35.586,18.4447
11/03/2020,1.1336,118.55,0.8769,1.0591,1.7389,1.5579,7.8801,8.8071,1348.07,4.8002,1.7951,57.383,1.5741,35.584,18.21
10/03/2020,1.139,118.65,0.87385,1.0594,1.7377,1.5579,7.924,8.8496,1357.12,4.8265,1.8006,57.537,1.5817,35.809,18.1596
9/03/2020,1.1456,117.12,0.87383,1.0594,1.733,1.5613,7.96,8.9041,1374.71,4.8304,1.8021,58.013,1.5841,36.081,18.2898
6/03/2020,1.1336,119.08,0.87165,1.0589,1.7103,1.5213,7.8511,8.8089,1351.63,4.7294,1.7858,57.542,1.563,35.64,17.8514
5/03/2020,1.1187,119.63,0.8667,1.0663,1.6917,1.5021,7.7579,8.6936,1327.01,4.6532,1.7744,56.785,1.5495,35.295,17.2746
4/03/2020,1.1125,119.58,0.8685,1.0647,1.6794,1.4862,7.7014,8.6437,1314.96,4.6491,1.7667,56.288,1.54,34.866,16.9784
3/03/2020,1.1117,119.77,0.8701,1.0646,1.6911,1.4857,7.7572,8.6471,1327.59,4.6758,1.7728,56.467,1.5479,35.063,17.3245
2/03/2020,1.1122,119.82,0.87113,1.0655,1.6998,1.4857,7.7469,8.6525,1325.85,4.6751,1.7738,56.511,1.5449,34.968,17.4202
28/02/2020,1.0977,119.36,0.85315,1.0614,1.6875,1.4757,7.6662,8.555,1324.98,4.6263,1.7608,56.027,1.5317,34.632,17.0961
27/02/2020,1.0964,120.46,0.84995,1.0627,1.6672,1.4636,7.6813,8.5456,1327.83,4.6164,1.7326,55.767,1.5294,34.701,16.842
26/02/2020,1.0875,120.13,0.8415,1.0606,1.6565,1.4469,7.6329,8.4742,1322.29,4.5952,1.7273,55.538,1.5204,34.664,16.4555
25/02/2020,1.084,119.92,0.8363,1.0605,1.6442,1.4403,7.6045,8.4445,1315.68,4.5886,1.716,55.36,1.5166,34.39,16.4649
24/02/2020,1.0818,120.52,0.83833,1.06,1.6384,1.4372,7.6102,8.4324,1319.2,4.5728,1.7095,55.248,1.5164,34.336,16.3592
21/02/2020,1.0801,120.96,0.8351,1.061,1.6363,1.432,7.5945,8.4117,1309.45,4.5294,1.7104,54.955,1.5131,34.164,16.2965
20/02/2020,1.079,120.86,0.8384,1.0616,1.6294,1.4304,7.5787,8.396,1301.79,4.5145,1.7046,54.725,1.5111,33.924,16.2966
19/02/2020,1.08,119.35,0.83148,1.0621,1.6142,1.4281,7.5538,8.3925,1284.75,4.4955,1.6883,54.616,1.5033,33.696,16.1425
18/02/2020,1.0816,118.7,0.82985,1.0619,1.6195,1.4345,7.5732,8.4024,1288.74,4.4919,1.6921,54.799,1.5058,33.773,16.2792
17/02/2020,1.0835,119.05,0.83238,1.0641,1.6129,1.4334,7.5645,8.416,1282.7,4.4911,1.6864,54.787,1.5047,33.778,16.2095
14/02/2020,1.0842,119.11,0.83208,1.0641,1.6151,1.4363,7.5757,8.4214,1283.75,4.4886,1.6864,54.806,1.509,33.848,16.1139
13/02/2020,1.0867,119.21,0.83375,1.0633,1.6138,1.4406,7.589,8.4398,1286.02,4.5006,1.6835,54.863,1.5096,33.839,16.1313
12/02/2020,1.0914,120.03,0.84058,1.0645,1.6175,1.4468,7.6073,8.4788,1288,4.514,1.6832,55.189,1.5122,33.948,16.1266
11/02/2020,1.0901,119.73,0.84325,1.0667,1.626,1.4495,7.6025,8.4658,1290.63,4.5059,1.7055,55.061,1.5127,34.082,16.2331
10/02/2020,1.0951,120.18,0.84628,1.07,1.6373,1.458,7.6471,8.5039,1301.41,4.5425,1.7108,55.657,1.5209,34.277,16.4786
7/02/2020,1.0969,120.51,0.8472,1.0705,1.6417,1.4604,7.6711,8.5168,1309.78,4.5412,1.7094,55.816,1.5255,34.333,16.4204
6/02/2020,1.1003,120.87,0.84835,1.0715,1.6282,1.461,7.6676,8.542,1301.78,4.5349,1.6994,55.817,1.5233,34.197,16.3028
5/02/2020,1.1023,120.94,0.84444,1.0717,1.6299,1.4644,7.6858,8.5572,1302.97,4.5382,1.7006,55.961,1.5202,34.133,16.2246
4/02/2020,1.1048,120.52,0.8488,1.0702,1.6439,1.4671,7.7298,8.5805,1310.75,4.5424,1.7102,56.102,1.5139,34.194,16.3262
3/02/2020,1.1066,120.1,0.84775,1.0672,1.6521,1.4647,7.7681,8.5935,1319.12,4.5526,1.7106,56.293,1.5138,34.349,16.4806
31/01/2020,1.1052,120.35,0.84175,1.0694,1.6494,1.4627,7.6664,8.5843,1321.6,4.5297,1.7083,56.382,1.5092,34.46,16.49
30/01/2020,1.1029,120.03,0.84183,1.069,1.6412,1.4577,7.6504,8.5678,1315,4.5087,1.6973,56.246,1.503,34.405,16.2673
29/01/2020,1.1001,120.06,0.8458,1.0729,1.6299,1.4496,7.631,8.5503,1296.65,4.4884,1.6868,55.929,1.4971,34.07,16.0719
28/01/2020,1.1005,120.02,0.84603,1.0703,1.629,1.4516,7.6338,8.5578,1297.2,4.4972,1.6844,55.878,1.4949,33.945,16.1249
27/01/2020,1.1025,120.11,0.84358,1.0689,1.6291,1.4539,7.6477,8.5745,1298.34,4.4822,1.6814,56.084,1.4965,33.869,16.0431
24/01/2020,1.1035,120.96,0.84313,1.0712,1.6127,1.4491,7.6509,8.577,1289.12,4.4857,1.6684,56.092,1.491,33.723,15.8585
23/01/2020,1.1091,121.5,0.84498,1.0734,1.6149,1.4599,7.6897,8.6201,1295.15,4.514,1.6797,56.514,1.4971,33.883,15.9503
22/01/2020,1.1088,121.93,0.84445,1.0757,1.6184,1.4465,7.653,8.617,1290.57,4.5078,1.6782,56.499,1.4954,33.685,15.975
21/01/2020,1.1115,122.31,0.8503,1.0743,1.6177,1.4512,7.6732,8.6362,1298.12,4.5255,1.6811,56.689,1.4994,33.79,16.0899
20/01/2020,1.1085,122.14,0.85275,1.0737,1.6154,1.4487,7.6112,8.6112,1286.08,4.5022,1.6796,56.489,1.4943,33.647,16.1045
17/01/2020,1.1108,122.31,0.85105,1.0736,1.6122,1.4498,7.6186,8.6292,1288.37,4.5041,1.6782,56.548,1.496,33.746,16.0582
16/01/2020,1.1169,122.8,0.8547,1.0739,1.6115,1.4559,7.6837,8.6812,1293.87,4.5377,1.6769,56.776,1.5025,33.915,16.1229
15/01/2020,1.1142,122.43,0.85683,1.0751,1.6188,1.4565,7.6746,8.6591,1289.22,4.5409,1.6905,56.521,1.5011,33.693,16.0218
14/01/2020,1.1115,122.32,0.85618,1.0767,1.611,1.4528,7.6536,8.6447,1285.74,4.5288,1.6803,56.242,1.4981,33.624,16.0274
13/01/2020,1.1126,122.25,0.8576,1.0811,1.6117,1.4514,7.6697,8.6504,1288.09,4.5199,1.6769,56.147,1.4989,33.62,15.9948
10/01/2020,1.1091,121.6,0.8481,1.0822,1.6132,1.4498,7.6773,8.6137,1286,4.5212,1.6769,55.998,1.4969,33.534,15.8081
9/01/2020,1.111,121.54,0.85285,1.0808,1.6193,1.4505,7.7011,8.6317,1288.28,4.5445,1.6796,56.25,1.5018,33.647,15.7839
8/01/2020,1.1115,120.86,0.84868,1.0792,1.6195,1.447,7.7184,8.6424,1297.37,4.5588,1.6739,56.42,1.5014,33.74,15.8166
7/01/2020,1.1172,121.15,0.85183,1.085,1.6251,1.452,7.7562,8.6836,1302.48,4.5727,1.6833,56.832,1.5081,33.823,15.9724
6/01/2020,1.1194,121.02,0.85215,1.085,1.6119,1.4525,7.8049,8.6978,1308.83,4.594,1.6788,57.247,1.511,33.744,15.9465
3/01/2020,1.1147,120.54,0.85115,1.084,1.6031,1.4471,7.7712,8.6713,1300.32,4.5725,1.6718,56.983,1.5047,33.614,15.9222
2/01/2020,1.1193,121.75,0.84828,1.0865,1.6006,1.4549,7.7946,8.7203,1298.24,4.5764,1.6718,56.825,1.5084,33.741,15.7496
31/12/2019,1.1234,121.94,0.8508,1.0854,1.5995,1.4598,7.8205,8.7473,1296.28,4.5953,1.6653,56.9,1.5111,33.415,15.7773
30/12/2019,1.1189,122.19,0.85208,1.0871,1.5992,1.4621,7.8175,8.7133,1294.35,4.5948,1.6638,56.784,1.5088,33.472,15.7398
27/12/2019,1.1153,122.23,0.8513,1.089,1.5996,1.4592,7.8025,8.6845,1294.42,4.6034,1.6655,56.574,1.5083,33.632,15.6649
24/12/2019,1.108,121.19,0.85533,1.0878,1.6019,1.4582,7.7643,8.629,1287.71,4.5832,1.6716,56.331,1.5017,33.412,15.7264
23/12/2019,1.1075,121.18,0.85708,1.087,1.6008,1.4577,7.7652,8.6232,1288.52,4.5878,1.6732,56.471,1.5018,33.408,15.7605
20/12/2019,1.1097,121.31,0.85133,1.0883,1.6088,1.4579,7.7764,8.6511,1286.58,4.5942,1.6811,56.284,1.5036,33.496,15.7936
19/12/2019,1.1117,121.73,0.85073,1.0899,1.6188,1.4588,7.7931,8.6687,1296.6,4.6047,1.6898,56.263,1.5074,33.568,15.918
18/12/2019,1.1115,121.81,0.85055,1.0913,1.6227,1.4624,7.7783,8.6566,1296.56,4.5999,1.692,56.271,1.5075,33.606,15.97
17/12/2019,1.1162,122.31,0.84748,1.0946,1.6294,1.469,7.809,8.6953,1299.38,4.6239,1.6974,56.413,1.5132,33.737,16.0926
16/12/2019,1.1146,121.97,0.83415,1.0953,1.6177,1.4621,7.8025,8.6856,1304.67,4.6167,1.6859,56.421,1.5096,33.689,16.1305
13/12/2019,1.1174,122.43,0.83508,1.0982,1.6159,1.4712,7.79,8.7062,1308.97,4.6199,1.6873,56.441,1.5106,33.729,16.1393
12/12/2019,1.1137,120.95,0.8456,1.0939,1.6165,1.4676,7.8374,8.6923,1323.39,4.6324,1.6906,56.476,1.5117,33.606,16.3248
11/12/2019,1.1075,120.44,0.84245,1.0916,1.6194,1.4661,7.796,8.6538,1321.5,4.6122,1.6924,56.279,1.506,33.518,16.3512
10/12/2019,1.1077,120.27,0.84073,1.0922,1.6275,1.4666,7.7968,8.6691,1320.74,4.613,1.6945,56.243,1.5062,33.558,16.4121
9/12/2019,1.1075,120.15,0.84195,1.0959,1.6228,1.4675,7.796,8.6692,1319.29,4.6074,1.689,56.316,1.506,33.571,16.178
6/12/2019,1.1094,120.44,0.84453,1.0968,1.619,1.4618,7.7993,8.6852,1317.31,4.6145,1.6886,56.348,1.5084,33.645,16.2232
5/12/2019,1.1094,120.69,0.8447,1.0964,1.6251,1.461,7.8125,8.6853,1320.69,4.6256,1.6997,56.402,1.5103,33.676,16.2774
4/12/2019,1.1081,120.45,0.8461,1.0956,1.6203,1.4707,7.8149,8.6753,1321.2,4.628,1.698,56.519,1.5103,33.581,16.1224
3/12/2019,1.1071,120.39,0.852,1.0947,1.6186,1.4747,7.814,8.6675,1319.15,4.6216,1.7,56.583,1.5117,33.529,16.2253
2/12/2019,1.1023,120.75,0.85218,1.0995,1.624,1.4656,7.7625,8.6297,1306.52,4.6071,1.7019,56.317,1.5085,33.383,16.177
29/11/2019,1.0982,120.43,0.85225,1.0998,1.6228,1.4614,7.7172,8.5954,1295.81,4.5882,1.709,55.838,1.5017,33.204,16.1197
28/11/2019,1.1005,120.5,0.8518,1.0991,1.6253,1.4625,7.7416,8.6136,1298,4.5929,1.7136,55.9,1.5032,33.263,16.2298
27/11/2019,1.1009,120.18,0.8545,1.0986,1.622,1.4605,7.7353,8.6176,1295.88,4.593,1.7121,55.958,1.5028,33.286,16.1885
26/11/2019,1.102,120.09,0.85715,1.0993,1.6251,1.4663,7.7576,8.6256,1296.87,4.6097,1.7165,56.016,1.5057,33.297,16.3384
25/11/2019,1.1008,119.88,0.85515,1.0986,1.6232,1.4648,7.7454,8.6164,1293.96,4.5997,1.7187,55.915,1.503,33.272,16.2262
22/11/2019,1.1058,120.03,0.8598,1.0994,1.6287,1.4679,7.7834,8.6525,1303.07,4.6123,1.7236,56.235,1.5072,33.39,16.2718
21/11/2019,1.1091,120.46,0.85548,1.0998,1.6282,1.4759,7.7933,8.6739,1303.11,4.6244,1.7239,56.419,1.5098,33.5,16.2645
20/11/2019,1.1059,119.96,0.85715,1.0977,1.6227,1.4711,7.7786,8.6549,1294.49,4.6066,1.7222,56.279,1.5059,33.382,16.3671
19/11/2019,1.1077,120.46,0.85573,1.0979,1.6234,1.4633,7.7829,8.6709,1292.01,4.6053,1.7259,56.371,1.507,33.458,16.3211
18/11/2019,1.1061,120.55,0.8533,1.096,1.6242,1.4622,7.7629,8.6593,1289.14,4.5964,1.7275,56.081,1.5047,33.443,16.3463
15/11/2019,1.1034,119.95,0.8566,1.0924,1.6221,1.4608,7.7343,8.6361,1285.34,4.5817,1.7255,55.849,1.5021,33.35,16.2494
14/11/2019,1.0997,119.49,0.85643,1.0873,1.6213,1.4588,7.721,8.6098,1287.87,4.572,1.7223,55.788,1.4989,33.218,16.3205
13/11/2019,1.1006,119.79,0.8576,1.0894,1.6127,1.4592,7.7281,8.6204,1288.15,4.5713,1.7228,56.025,1.5,33.277,16.4441
12/11/2019,1.1015,120.24,0.8582,1.0963,1.6087,1.4588,7.7187,8.6202,1281.79,4.563,1.7382,55.959,1.4994,33.416,16.3334
11/11/2019,1.1041,120.29,0.85743,1.0972,1.6105,1.4607,7.7404,8.6422,1288,4.5749,1.7348,56.138,1.5025,33.493,16.415
8/11/2019,1.1034,120.72,0.86158,1.0991,1.6065,1.4561,7.7115,8.6372,1276.66,4.5609,1.7426,55.809,1.5002,33.527,16.3121
7/11/2019,1.1077,120.9,0.86442,1.0998,1.6059,1.4585,7.7271,8.6689,1279.27,4.5682,1.7383,55.917,1.5035,33.624,16.3233
6/11/2019,1.109,120.88,0.86033,1.101,1.607,1.4599,7.7604,8.6786,1284.3,4.5874,1.7385,56.126,1.5065,33.608,16.4153
5/11/2019,1.1109,120.93,0.86113,1.1009,1.6079,1.4584,7.7734,8.704,1284.34,4.5886,1.7339,56.012,1.5078,33.544,16.3876
4/11/2019,1.1158,120.93,0.86368,1.1021,1.6158,1.468,7.8425,8.7461,1296.92,4.6311,1.7358,56.376,1.5146,33.689,16.5296
1/11/2019,1.1139,120.43,0.86008,1.1013,1.6151,1.4682,7.844,8.7298,1300.09,4.64,1.7326,56.286,1.5129,33.623,16.828
31/10/2019,1.1154,120.73,0.86133,1.1007,1.6137,1.4673,7.854,8.7401,1302.87,4.6607,1.7359,56.704,1.5174,33.668,16.912
30/10/2019,1.1106,120.99,0.862,1.1032,1.6199,1.4534,7.8371,8.708,1297.21,4.6423,1.7504,56.591,1.5141,33.58,16.5609
29/10/2019,1.1095,120.88,0.86328,1.1041,1.6186,1.4486,7.8392,8.6994,1295.86,4.641,1.7481,56.623,1.5121,33.524,16.2241
28/10/2019,1.1087,120.69,0.86328,1.1047,1.6245,1.4487,7.8366,8.6923,1297.1,4.641,1.7482,56.731,1.5104,33.488,16.1202
25/10/2019,1.1107,120.59,0.86598,1.1019,1.627,1.4511,7.8524,8.7048,1304.87,4.6494,1.7456,56.951,1.514,33.504,16.2387
24/10/2019,1.1128,120.86,0.86288,1.1019,1.6273,1.4545,7.8704,8.7235,1305.33,4.6571,1.74,57.088,1.5162,33.707,16.2753
23/10/2019,1.1123,120.63,0.86408,1.1004,1.6252,1.4558,7.8684,8.7235,1303.45,4.6578,1.7361,56.765,1.5161,33.73,16.3217
22/10/2019,1.113,120.87,0.86065,1.1004,1.6237,1.4581,7.8795,8.7295,1305.83,4.6618,1.7358,56.969,1.5164,33.735,16.3337
21/10/2019,1.1173,121.29,0.8593,1.1002,1.624,1.4643,7.9025,8.7635,1309.04,4.6709,1.7432,57.046,1.5203,33.804,16.4831
