Date,USD,JPY,GBP,CHF,AUD,CAD,CNY,HKD,KRW,MYR,NZD,PHP,SGD,THB,ZAR
5/01/2009,1.3582,126.81,0.9358,1.506,1.9189,1.6475,9.2781,10.5303,1799.52,4.7503,2.3301,64.08,1.9987,47.462,12.8655
2/01/2009,1.3866,126.64,0.961,1.4874,1.9884,1.6942,9.4608,10.7472,1833.09,4.808,2.3969,65.31,2.0265,48.212,13.0618
31/12/2008,1.3917,126.14,0.9525,1.485,2.0274,1.6998,9.4956,10.7858,1839.13,4.8048,2.4191,65.93,2.004,48.285,13.0667
30/12/2008,1.4098,127.4,0.9742,1.4963,2.0435,1.7331,9.6364,10.9261,1902.43,4.904,2.4448,67.04,2.0325,48.998,13.3931
29/12/2008,1.427,128.98,0.97855,1.4931,2.0595,1.7408,9.7788,11.0599,1828.49,4.966,2.4559,67.74,2.0532,49.938,13.6136
24/12/2008,1.4005,126.65,0.9493,1.5043,2.054,1.6984,9.579,10.8542,1836.48,4.873,2.4371,66.54,2.0201,48.464,13.4742
23/12/2008,1.3978,126.03,0.94395,1.5175,2.0442,1.7041,9.5728,10.833,1896.67,4.8511,2.4471,66.33,2.018,48.357,13.5989
22/12/2008,1.397,125.66,0.9432,1.5367,2.0393,1.6763,9.5708,10.8272,1841.32,4.8651,2.4247,66.1,2.0257,48.273,13.5054
19/12/2008,1.394,124.74,0.9287,1.5448,2.047,1.71,9.544,10.8035,1832.9,4.8379,2.4309,65.38,2.0329,48.093,13.6085
18/12/2008,1.4616,129.22,0.9509,1.5368,2.0735,1.7433,9.982,11.3274,1884.37,5.0608,2.4415,68.26,2.088,50.184,14.2689
17/12/2008,1.4059,124.35,0.91855,1.564,2.0469,1.7004,9.6103,10.896,1836.46,4.9635,2.4298,65.94,2.0491,48.581,14.0379
16/12/2008,1.369,123.2,0.8936,1.5814,2.0374,1.6832,9.3729,10.6103,1869.16,4.8702,2.4318,65.16,2.0196,47.614,14.1
15/12/2008,1.351,122.42,0.8994,1.5789,2.0246,1.6555,9.2544,10.4703,1859.35,4.8129,2.4441,64.38,1.992,47.123,13.816
12/12/2008,1.334,120.21,0.89235,1.5746,2.0291,1.6598,9.1282,10.3384,1833.58,4.7791,2.45,64.23,1.9876,46.71,13.5835
11/12/2008,1.3215,120.67,0.8869,1.5737,1.9889,1.6383,9.054,10.2417,1800.54,4.7138,2.399,63.13,1.9704,46.345,13.3991
10/12/2008,1.2925,119.77,0.87325,1.5587,1.9665,1.6295,8.8708,10.0171,1790.76,4.6724,2.3696,62.47,1.9393,45.748,13.1916
9/12/2008,1.2838,118.85,0.8711,1.5593,1.9596,1.6171,8.8242,9.95,1837.76,4.6441,2.373,62.32,1.9321,45.504,13.0851
8/12/2008,1.2854,120.1,0.8651,1.559,1.9377,1.6067,8.8436,9.9633,1865.53,4.6756,2.369,62.47,1.94,45.702,13.1246
5/12/2008,1.2665,116.91,0.8666,1.538,1.9895,1.6354,8.715,9.8164,1860.81,4.6069,2.4016,62.12,1.9309,45.17,13.088
4/12/2008,1.262,117.1,0.8626,1.5335,1.9634,1.5948,8.6847,9.7826,1871.95,4.593,2.3593,62.36,1.9269,45.047,12.9849
3/12/2008,1.2623,117.39,0.85475,1.5332,1.9625,1.5853,8.6884,9.7852,1849.9,4.5948,2.3804,62.23,1.9315,44.919,13.0017
2/12/2008,1.2697,118.56,0.84695,1.5311,1.9602,1.5756,8.7444,9.8416,1864,4.6211,2.3804,62.75,1.9425,45.157,13.123
1/12/2008,1.2608,118.42,0.84155,1.5262,1.9649,1.5725,8.6804,9.7739,1849.59,4.5761,2.361,61.72,1.9292,45.036,12.9137
28/11/2008,1.2727,121.46,0.8299,1.5455,1.9533,1.5775,8.6988,9.8641,1860.69,4.6116,2.3212,62.3,1.923,45.2,12.8495
27/11/2008,1.29,123.04,0.8358,1.545,1.9689,1.5937,8.8081,10.0007,1903.4,4.6666,2.3399,63.03,1.9501,45.679,12.7107
26/11/2008,1.2935,123.1,0.8456,1.5456,1.9992,1.5985,8.8329,10.0322,1900.54,4.6857,2.3578,63.54,1.9556,45.599,12.9283
25/11/2008,1.2811,123.08,0.85375,1.544,2.0086,1.5912,8.7448,9.9329,1939.59,4.6389,2.3779,63.38,1.9448,45.14,12.818
24/11/2008,1.2773,122.52,0.8517,1.5437,1.9936,1.6134,8.7219,9.9025,1890,4.636,2.3619,63.72,1.9383,45.07,13.2003
21/11/2008,1.2602,119.3,0.841,1.5369,2.0278,1.6151,8.6086,9.768,1890.3,4.5651,2.3854,62.83,1.9277,44.403,13.1848
20/11/2008,1.2542,119.87,0.8421,1.529,1.9927,1.5814,8.5718,9.7202,1892.24,4.5446,2.3209,62.76,1.9176,44.079,13.2315
19/11/2008,1.2634,122.07,0.8398,1.5228,1.9547,1.5634,8.6271,9.7915,1827.95,4.5609,2.3031,63.09,1.9299,44.251,13.2036
18/11/2008,1.2653,121.92,0.8421,1.5166,1.9511,1.5554,8.64,9.8061,1839.11,4.5582,2.2983,63.01,1.9312,44.317,12.99
17/11/2008,1.266,121.93,0.84825,1.515,1.943,1.5502,8.6429,9.8116,1810.38,4.5582,2.2725,62.41,1.9281,44.291,12.7347
14/11/2008,1.2675,122.17,0.8598,1.51,1.9301,1.5504,8.6497,9.8233,1788.06,4.5573,2.2742,62.37,1.9243,44.331,12.9558
13/11/2008,1.2525,120.34,0.8442,1.4917,1.9596,1.5465,8.5546,9.7071,1740.35,4.5071,2.2515,61.75,1.8941,43.828,12.9985
12/11/2008,1.253,121.81,0.8231,1.4868,1.8992,1.5193,8.5574,9.7119,1712.85,4.5014,2.1801,61.2,1.889,43.824,13.0813
11/11/2008,1.2747,124.77,0.8147,1.4978,1.9028,1.5168,8.7,9.8789,1701.5,4.5704,2.1838,62.08,1.9099,44.544,12.8682
10/11/2008,1.2891,127.89,0.8165,1.5133,1.8641,1.511,8.8002,9.9907,1697.74,4.5725,2.143,62.5,1.9166,45.06,12.7043
7/11/2008,1.2756,124.29,0.80845,1.4983,1.9096,1.5224,8.7066,9.8861,1691.51,4.5309,2.1712,62.06,1.9088,44.589,12.8549
6/11/2008,1.277,124.86,0.805,1.4988,1.8773,1.4972,8.7155,9.8973,1706.07,4.525,2.1367,62.04,1.8953,44.689,12.6285
5/11/2008,1.287,127.4,0.8065,1.5051,1.8609,1.4858,8.7879,9.9746,1611.32,4.5367,2.1342,61.71,1.9037,45.039,12.4517
4/11/2008,1.282,127.35,0.8075,1.4943,1.8554,1.4949,8.7638,9.9358,1635.83,4.5223,2.1103,61.92,1.8885,44.799,12.6373
3/11/2008,1.2822,126.38,0.7969,1.4832,1.9102,1.534,8.7678,9.9376,1623.01,4.5153,2.1836,62.21,1.8891,44.813,12.5374
31/10/2008,1.2757,124.97,0.7869,1.4686,1.9247,1.5681,8.7252,9.888,1666.13,4.53,2.1887,62.19,1.8928,44.726,12.8383
30/10/2008,1.3035,128.73,0.7907,1.48,1.9204,1.5697,8.9133,10.1052,1665.72,4.6046,2.2015,63.09,1.9141,45.381,13.0194
29/10/2008,1.277,124,0.7958,1.4695,1.9672,1.6075,8.7436,9.8998,1806.96,4.5723,2.2182,62.57,1.9124,44.564,12.9277
28/10/2008,1.2526,119.42,0.7979,1.452,2.0037,1.6133,8.5665,9.7118,1828.8,4.4874,2.2684,61.59,1.8864,43.753,13.2494
27/10/2008,1.246,115.75,0.8063,1.4438,2.0396,1.5969,8.538,9.6574,1791.25,4.4619,2.3002,61.55,1.8834,43.33,13.8642
24/10/2008,1.2596,117.4,0.8061,1.4566,2.0506,1.5994,8.6198,9.7632,1833.98,4.5106,2.2829,61.49,1.9011,43.702,14.01
23/10/2008,1.281,124.41,0.7917,1.4928,1.9372,1.6285,8.7561,9.9312,1812.62,4.5777,2.1802,62.37,1.9268,44.361,14.8724
22/10/2008,1.2843,126.88,0.78815,1.4991,1.9073,1.6088,8.777,9.9566,1785.18,4.5541,2.1554,62.35,1.9241,44.334,14.0926
21/10/2008,1.3184,133.06,0.777,1.5224,1.928,1.5928,9.0096,10.2233,1769.27,4.65,2.1557,63.76,1.9527,45.313,13.7212
20/10/2008,1.3424,136.45,0.77165,1.5299,1.936,1.59,9.1685,10.4133,1768.61,4.7279,2.179,64.3,1.9853,46.017,13.5213
17/10/2008,1.3404,135.57,0.7751,1.5213,1.9617,1.5936,9.1603,10.3971,1742.52,4.7269,2.1852,64.21,1.9848,45.922,13.7626
16/10/2008,1.3507,135.91,0.78265,1.5294,2.0018,1.6056,9.2249,10.4747,1803.18,4.7632,2.2124,64.97,1.9993,46.282,13.6151
15/10/2008,1.3625,138.18,0.77615,1.5425,1.9571,1.5833,9.3086,10.5715,1691.54,4.7858,2.1744,64.65,2.0022,46.509,12.6116
14/10/2008,1.3752,141.25,0.78105,1.5526,1.9066,1.565,9.405,10.6753,1628.92,4.8056,2.1744,64.85,2.0072,46.832,12.2187
13/10/2008,1.3639,136.63,0.7854,1.5416,2.032,1.5903,9.3097,10.587,1680.32,4.7757,2.2551,64.24,2.0043,46.707,12.6035
10/10/2008,1.3579,134.68,0.798,1.5175,2.0538,1.5839,9.2822,10.5369,1775.59,4.7696,2.2677,64.85,2.0116,46.671,12.6385
9/10/2008,1.3682,137.84,0.7895,1.5462,1.9503,1.5398,9.3318,10.6252,1863.15,4.7996,2.2093,64.72,2.0113,46.957,12.4249
8/10/2008,1.3731,138.42,0.7809,1.5541,2.0022,1.5105,9.3606,10.6617,1914.1,4.8028,2.248,65.5,2.0123,47.193,12.5625
7/10/2008,1.3632,139.51,0.77725,1.5526,1.8785,1.4991,9.2928,10.5871,1793.63,4.761,2.1437,64.48,1.9948,47.058,12.0043
6/10/2008,1.3634,140.78,0.7728,1.5534,1.8218,1.4787,9.3297,10.5905,1754.19,4.7549,2.1021,64.49,1.9941,46.908,11.8045
3/10/2008,1.3834,145.09,0.78355,1.5654,1.78,1.4899,9.4742,10.7503,1697.85,4.7969,2.0878,65.05,2.0063,47.298,11.8073
2/10/2008,1.3903,146.45,0.7872,1.5732,1.7676,1.4804,9.5215,10.8014,1704.58,4.7917,2.0754,65.35,2.0057,47.381,11.6734
1/10/2008,1.4081,149.55,0.7919,1.5818,1.7658,1.4912,9.6434,10.9381,1680.57,4.8474,2.0839,66.67,2.0196,47.854,11.6408
30/09/2008,1.4303,150.47,0.7903,1.5774,1.7739,1.4961,9.7954,11.1124,1726.3,4.9238,2.1143,67.3,2.0439,48.473,11.827
29/09/2008,1.4349,152.3,0.7959,1.5845,1.7615,1.4929,9.8269,11.1412,1700.21,4.9468,2.1223,67.32,2.0558,48.866,11.759
26/09/2008,1.464,154.13,0.79475,1.5879,1.7664,1.5148,10.0262,11.3802,1709.95,5.0303,2.1354,68.22,2.0856,49.703,11.9642
25/09/2008,1.47,155.91,0.792,1.5944,1.7491,1.5205,10.021,11.4253,1691.24,5.0377,2.1372,68.27,2.0895,49.862,11.9893
24/09/2008,1.469,155.57,0.79235,1.5951,1.7558,1.5205,10.024,11.4051,1694.49,5.0277,2.1489,68.01,2.088,49.953,12.0385
23/09/2008,1.4731,155.42,0.79505,1.5926,1.7511,1.5233,10.037,11.4339,1692,5.024,2.1393,68.26,2.081,49.732,11.8953
22/09/2008,1.4571,155.2,0.792,1.5988,1.7436,1.5305,9.952,11.3263,1646.52,4.9818,2.1166,67.35,2.0674,49.396,11.7209
19/09/2008,1.4236,153.03,0.7873,1.5975,1.7505,1.5154,9.7303,11.0818,1605.82,4.9278,2.1003,65.98,2.0433,48.63,11.4902
18/09/2008,1.4502,151.96,0.7944,1.5838,1.7961,1.539,9.9107,11.2836,1673.53,5.0315,2.1449,68.2,2.0718,49.408,11.8592
17/09/2008,1.4224,150.26,0.79515,1.5921,1.7905,1.5176,9.7249,11.0667,1587.75,4.9137,2.1589,66.95,2.042,48.838,11.5929
16/09/2008,1.4267,148.07,0.7975,1.5823,1.7958,1.5283,9.7715,11.0989,1654.26,4.9314,2.1729,67.35,2.041,48.872,11.6486
15/09/2008,1.4151,149.87,0.79395,1.5903,1.7544,1.514,9.6864,11.0295,1570.76,4.8892,2.1524,66.51,2.0342,48.977,11.5609
12/09/2008,1.4066,150.91,0.7962,1.5998,1.7442,1.5036,9.6282,10.9689,1564.84,4.8563,2.1452,65.88,2.0209,48.788,11.4952
11/09/2008,1.3934,148.69,0.7941,1.5857,1.7524,1.495,9.5399,10.8673,1550.16,4.84,2.1506,65.82,2.0142,48.449,11.5798
10/09/2008,1.4094,150.52,0.802,1.5928,1.7541,1.509,9.6382,10.9921,1546.11,4.8758,2.1118,66.32,2.0226,48.822,11.3586
9/09/2008,1.4144,152.9,0.803,1.5995,1.7387,1.503,9.6718,11.0318,1551.6,4.8783,2.097,66.06,2.0235,48.86,11.1663
8/09/2008,1.4214,154.42,0.8072,1.6052,1.7346,1.5091,9.7271,11.0912,1536.68,4.8832,2.1086,66.13,2.0285,49.067,11.1397
5/09/2008,1.4247,151.54,0.8093,1.5888,1.7608,1.5194,9.7481,11.1229,1592.74,4.9273,2.1447,66.77,2.0473,49.302,11.4646
4/09/2008,1.4488,156.76,0.813,1.6035,1.7328,1.5344,9.9047,11.31,1635.19,4.9658,2.1107,67.48,2.0692,49.883,11.4275
3/09/2008,1.4441,156.75,0.8133,1.605,1.7343,1.55,9.8826,11.2755,1658.62,4.9699,2.119,67.21,2.077,49.78,11.3903
2/09/2008,1.4516,158.01,0.81295,1.6096,1.7394,1.5483,9.9285,11.3334,1645.03,4.9739,2.1153,67.43,2.0801,50,11.3099
1/09/2008,1.4621,157.72,0.81165,1.6064,1.7136,1.5585,9.9797,11.4135,1631.85,4.9777,2.0974,67.67,2.0808,50.15,11.3004
29/08/2008,1.4735,160.22,0.805,1.6164,1.7066,1.551,10.0714,11.5034,1602.8,5.0003,2.089,67.76,2.0846,50.453,11.3597
28/08/2008,1.4771,161.44,0.8047,1.6108,1.7045,1.5456,10.0849,11.5322,1597.85,5.0037,2.0958,67.5,2.0917,50.369,11.3987
27/08/2008,1.4767,160.98,0.7997,1.6132,1.7114,1.5417,10.0977,11.53,1597.42,4.9898,2.103,67.34,2.0914,50.274,11.4775
26/08/2008,1.4598,160.19,0.7953,1.6138,1.712,1.5379,9.9923,11.3979,1588.99,4.9502,2.1083,67.16,2.0794,49.998,11.43
25/08/2008,1.4767,162.32,0.7966,1.6214,1.7021,1.5424,10.1126,11.5326,1594.4,4.9824,2.0837,67.29,2.0923,50.355,11.3964
22/08/2008,1.4808,162.55,0.7966,1.6228,1.702,1.5502,10.1188,11.5608,1573.28,4.9459,2.0782,67.38,2.0882,50.281,11.3757
21/08/2008,1.4814,160.35,0.7936,1.6172,1.7011,1.5598,10.139,11.5654,1561.77,4.948,2.0738,67.35,2.0905,50.294,11.4312
20/08/2008,1.4734,162.22,0.79315,1.6177,1.6924,1.564,10.0996,11.5073,1541.91,4.9101,2.0705,67.34,2.0829,50.309,11.4006
19/08/2008,1.4677,161.11,0.7885,1.6109,1.6931,1.5637,10.0765,11.4637,1540.35,4.8933,2.0688,66.71,2.0818,50.034,11.3827
18/08/2008,1.4704,162.2,0.7881,1.617,1.6837,1.5558,10.1031,11.4877,1536.57,4.9001,2.0603,66.63,2.0786,49.81,11.4283
15/08/2008,1.4729,162.7,0.7907,1.6158,1.7031,1.5685,10.1188,11.509,1531.37,4.9313,2.1044,66.5,2.0845,49.872,11.6987
14/08/2008,1.4907,163.36,0.7953,1.6219,1.701,1.5775,10.2262,11.6426,1549.88,4.9655,2.1197,66.86,2.0984,50.274,11.6461
13/08/2008,1.4903,162.05,0.7942,1.6211,1.712,1.5916,10.219,11.6362,1549.17,4.9441,2.1369,66.56,2.0931,50.201,11.6612
12/08/2008,1.4907,163.97,0.7844,1.6215,1.7048,1.5936,10.231,11.6396,1541.01,4.9588,2.1389,66.58,2.1029,50.222,11.571
11/08/2008,1.5012,164.73,0.78165,1.6202,1.685,1.6013,10.2948,11.7233,1551.11,4.9795,2.1315,66.53,2.1126,50.647,11.5484
8/08/2008,1.5074,165.61,0.7841,1.6238,1.6885,1.6075,10.339,11.7783,1549.53,4.9767,2.1394,66.7,2.1143,50.769,11.5798
7/08/2008,1.5471,169.16,0.79255,1.6322,1.6986,1.6201,10.6153,12.076,1572.55,5.0822,2.1537,67.76,2.144,51.971,11.5027
6/08/2008,1.5478,168.16,0.79205,1.6291,1.692,1.6159,10.5996,12.0814,1570.63,5.0721,2.1398,67.75,2.1358,52.014,11.4769
5/08/2008,1.5487,167.06,0.79285,1.6312,1.689,1.6168,10.6173,12.0873,1575.8,5.0666,2.1388,68.14,2.1339,52.075,11.434
4/08/2008,1.5566,168.39,0.79165,1.6346,1.6697,1.6035,10.665,12.148,1582.83,5.087,2.1317,68.72,2.137,52.193,11.2142
1/08/2008,1.5574,167.44,0.78785,1.6324,1.6662,1.598,10.6565,12.1535,1581.54,5.0826,2.1377,68.88,2.1325,52.224,11.4139
31/07/2008,1.5611,169.02,0.78895,1.6354,1.6545,1.597,10.6651,12.1809,1579.05,5.0829,2.1296,68.9,2.1354,52.328,11.459
30/07/2008,1.5589,168.2,0.7867,1.6315,1.6468,1.5945,10.6429,12.1653,1578.78,5.0867,2.1256,68.818,2.1344,52.215,11.5507
29/07/2008,1.5705,169.33,0.78975,1.63,1.6454,1.6087,10.7209,12.252,1585.03,5.1238,2.1236,69.691,2.1422,52.604,11.7751
28/07/2008,1.5746,169.63,0.7925,1.6285,1.6466,1.6087,10.765,12.2839,1584.99,5.145,2.1163,69.125,2.1453,52.666,11.8339
25/07/2008,1.5734,168.77,0.7888,1.6268,1.6438,1.5968,10.7275,12.2698,1584.41,5.1129,2.1159,69.143,2.1407,52.608,11.9481
24/07/2008,1.5677,168.92,0.789,1.6273,1.6319,1.5832,10.7057,12.2271,1577.89,5.0997,2.1145,69.065,2.1349,52.455,11.8606
23/07/2008,1.5741,169.75,0.7872,1.6287,1.633,1.5869,10.7506,12.2801,1592.6,5.0993,2.0966,69.032,2.1471,52.595,11.8202
22/07/2008,1.5919,169.26,0.79355,1.6174,1.6284,1.5943,10.8595,12.4119,1618.96,5.153,2.0876,70.76,2.154,53.09,12.0362
21/07/2008,1.5858,169.65,0.7946,1.622,1.626,1.5921,10.831,12.3665,1603.64,5.1348,2.083,70.14,2.1441,52.863,12.0414
18/07/2008,1.5816,169.03,0.79315,1.6207,1.6288,1.5901,10.7816,12.3335,1603.74,5.1315,2.0719,70.025,2.1432,52.711,11.917
17/07/2008,1.5849,167.43,0.7914,1.6145,1.6246,1.586,10.8111,12.3581,1603.13,5.1232,2.0661,70.631,2.1414,52.985,11.9765
16/07/2008,1.5888,165.66,0.79395,1.604,1.627,1.592,10.8218,12.3906,1603.5,5.1279,2.0591,72.235,2.1435,53.157,12.1245
15/07/2008,1.599,167.48,0.79555,1.6065,1.628,1.5979,10.9069,12.4702,1614.59,5.148,2.0696,72.651,2.1518,53.536,12.25
14/07/2008,1.5847,169.24,0.7975,1.6232,1.6369,1.5995,10.8473,12.3657,1592.62,5.1194,2.083,71.652,2.1485,53.325,12.073
11/07/2008,1.5835,168.35,0.79915,1.6197,1.6423,1.609,10.8216,12.3571,1585.88,5.1369,2.0816,72.263,2.1509,53.302,12.2765
10/07/2008,1.5708,168.5,0.79565,1.6223,1.6357,1.5878,10.7487,12.2554,1570.41,5.1059,2.0734,71.511,2.1392,52.92,12.0692
9/07/2008,1.5715,168.87,0.79655,1.6225,1.6502,1.5953,10.7758,12.2606,1571.11,5.0987,2.0834,71.346,2.1413,52.881,12.0418
8/07/2008,1.5687,167.96,0.7944,1.6098,1.6476,1.5973,10.7472,12.2358,1616.75,5.1163,2.0909,71.823,2.1395,52.904,12.1887
7/07/2008,1.5651,168.47,0.7963,1.6149,1.6363,1.5988,10.7507,12.2087,1629.66,5.1108,2.0781,71.369,2.1351,52.658,12.1202
4/07/2008,1.5671,167.31,0.7908,1.6085,1.628,1.593,10.7486,12.2203,1643.65,5.1221,2.0693,71.162,2.1356,52.45,12.0789
3/07/2008,1.5885,168.62,0.7992,1.6097,1.6509,1.6117,10.8828,12.3873,1663.16,5.1857,2.0941,72.118,2.1598,52.992,12.4429
2/07/2008,1.5806,168.41,0.7952,1.6135,1.6438,1.6142,10.8319,12.3267,1640.66,5.1749,2.0833,71.34,2.1531,52.8,12.402
1/07/2008,1.5775,166.57,0.7909,1.6055,1.6519,1.6063,10.8155,12.3023,1661.03,5.1529,2.074,71.153,2.1466,52.83,12.469
30/06/2008,1.5764,166.44,0.79225,1.6056,1.6371,1.5942,10.8051,12.2943,1652.22,5.1509,2.0632,70.867,2.1446,52.738,12.3426
27/06/2008,1.5748,167.08,0.79235,1.6053,1.6383,1.585,10.8066,12.2857,1639.76,5.1378,2.0737,70.394,2.1449,52.819,12.488
26/06/2008,1.5731,169.23,0.79195,1.6184,1.6389,1.5899,10.8004,12.2777,1631.7,5.1181,2.076,69.932,2.1474,52.809,12.3772
25/06/2008,1.5599,168.4,0.7907,1.6218,1.6308,1.5786,10.7092,12.1771,1618.01,5.09,2.0609,69.416,2.1345,52.381,12.4642
24/06/2008,1.5568,168,0.79095,1.6185,1.6326,1.5823,10.6951,12.1544,1609.73,5.0666,2.0576,69.2,2.1305,52.2,12.5556
23/06/2008,1.5521,167.46,0.79155,1.6223,1.6305,1.5768,10.6691,12.1177,1615.35,5.0637,2.0468,69.068,2.1249,51.91,12.5057
20/06/2008,1.561,167.83,0.78965,1.6165,1.6352,1.5805,10.7398,12.1853,1607.44,5.0826,2.0448,69.191,2.1319,52.005,12.4622
19/06/2008,1.5481,166.94,0.7863,1.6196,1.6344,1.5712,10.6472,12.0893,1592.61,5.0468,2.0432,68.898,2.1211,51.738,12.3936
18/06/2008,1.5493,167.62,0.7933,1.616,1.6461,1.5797,10.6624,12.0932,1596.24,5.0468,2.0529,68.58,2.1215,51.568,12.5086
17/06/2008,1.5477,167.59,0.7944,1.6169,1.6472,1.5816,10.666,12.0855,1579.43,5.02,2.0533,68.199,2.1192,51.376,12.4059
16/06/2008,1.5459,167.26,0.7873,1.6129,1.6434,1.5888,10.6673,12.0766,1608.12,5.0566,2.0534,68.638,2.1275,51.44,12.4984
13/06/2008,1.5336,166.05,0.78835,1.6113,1.6394,1.5747,10.5846,11.9834,1601.85,5.0264,2.0552,68.268,2.118,50.939,12.533
12/06/2008,1.5417,166.08,0.7912,1.6112,1.6495,1.5806,10.6493,12.0393,1596.43,5.0518,2.0564,68.552,2.128,51.107,12.284
11/06/2008,1.5515,166.37,0.79145,1.6117,1.6376,1.5777,10.7339,12.1169,1598.43,5.0765,2.0518,68.941,2.1297,51.359,12.3864
10/06/2008,1.5526,165.77,0.79335,1.608,1.6335,1.5979,10.7525,12.1251,1595.3,5.0708,2.0598,69.052,2.1252,51.275,12.3525
9/06/2008,1.5784,166.76,0.7974,1.6103,1.6414,1.6136,10.9273,12.3246,1630.49,5.1503,2.0563,69.45,2.1494,52.584,12.42
6/06/2008,1.5597,165.75,0.7971,1.6184,1.626,1.5906,10.7978,12.1799,1597.52,5.0823,2.0322,68.837,2.1295,51.688,12.2031
5/06/2008,1.5402,163.46,0.7897,1.6147,1.6169,1.5727,10.699,12.0271,1581.02,5.0172,2.0168,67.915,2.1103,50.688,12.0391
4/06/2008,1.5466,161.82,0.7902,1.6037,1.61,1.561,10.7319,12.0754,1575.99,5.0179,1.974,67.996,2.1081,50.574,12.0403
3/06/2008,1.5593,163,0.79105,1.611,1.6272,1.562,10.7982,12.1702,1587.29,5.0256,1.9822,68.212,2.1202,50.841,12.0315
2/06/2008,1.5521,162.64,0.7915,1.6182,1.6243,1.546,10.7607,12.1129,1588.96,5.0001,1.9796,67.361,2.1173,50.583,11.9883
30/05/2008,1.5508,163.74,0.786,1.6276,1.6212,1.5382,10.7657,12.1049,1595.39,5.0246,1.9812,67.824,2.1183,50.405,11.8211
29/05/2008,1.5551,163.76,0.7866,1.6291,1.6214,1.5302,10.7894,12.1364,1605.64,5.058,1.9895,68.191,2.1267,50.51,11.8895
28/05/2008,1.5656,164.07,0.79315,1.6255,1.6339,1.5578,10.8722,12.2185,1615.7,5.0725,1.9946,68.393,2.1358,50.71,12.0089
27/05/2008,1.576,163.65,0.797,1.6159,1.6371,1.5571,10.95,12.3019,1639.83,5.109,1.9938,68.792,2.1479,50.85,12.2334
26/05/2008,1.5761,162.97,0.79655,1.6156,1.642,1.5588,10.9328,12.2994,1652.86,5.09,2.0022,68.623,2.146,50.648,12.1342
23/05/2008,1.5742,162.97,0.7944,1.6175,1.6376,1.5533,10.9276,12.2829,1645.43,5.0634,1.999,68.454,2.1402,50.429,12.05
22/05/2008,1.5755,162.71,0.79405,1.6194,1.64,1.5494,10.9387,12.2899,1646,5.055,2.0031,68.542,2.1391,50.294,12.1458
21/05/2008,1.5753,162.82,0.80145,1.6228,1.6346,1.5509,10.9636,12.2886,1639.1,5.0748,2.0216,68.029,2.1389,50.225,12.066
20/05/2008,1.5639,162.84,0.7964,1.6294,1.6294,1.5502,10.9059,12.1989,1634.28,5.0756,2.0146,67.318,2.1368,50.006,11.9363
19/05/2008,1.5577,162.04,0.7976,1.6308,1.6325,1.5487,10.8654,12.1506,1621.57,5.0407,2.0053,66.693,2.1304,50.232,11.703
16/05/2008,1.5498,162.29,0.79585,1.6342,1.632,1.5466,10.8316,12.0892,1607.84,5.0152,2.0131,66.262,2.1244,50.012,11.6281
15/05/2008,1.5474,162.61,0.7972,1.6341,1.6541,1.5496,10.8234,12.0703,1619.35,5.0685,2.0525,66.175,2.1386,50.128,11.7983
14/05/2008,1.5439,162.48,0.7951,1.631,1.6558,1.5407,10.8119,12.0429,1616.46,5.0424,2.0295,66.241,2.1317,50.107,11.8396
13/05/2008,1.5473,160.71,0.7938,1.6227,1.6408,1.5562,10.8139,12.0649,1616.93,4.9815,2.0118,66.124,2.1204,49.97,11.7429
12/05/2008,1.543,160.42,0.78885,1.622,1.6374,1.5509,10.7828,12.0295,1612.82,4.96,2.0107,65.848,2.1146,49.646,11.8317
9/05/2008,1.5458,158.81,0.7938,1.6086,1.6466,1.5592,10.8079,12.0522,1616.52,4.9427,2.0175,65.859,2.1151,49.381,11.9105
8/05/2008,1.5347,160.15,0.78505,1.621,1.6312,1.5548,10.7509,11.9633,1604.91,4.9394,1.9929,65.509,2.1137,48.995,11.6884
7/05/2008,1.543,162.55,0.78865,1.63,1.6312,1.5462,10.7811,12.0276,1587.75,4.8921,1.9644,65.724,2.1063,48.979,11.6126
6/05/2008,1.5528,162.25,0.7881,1.6274,1.6448,1.5719,10.8499,12.1031,1577.26,4.8936,1.9739,65.753,2.1095,49.247,11.6926
5/05/2008,1.546,162.73,0.7852,1.6305,1.6424,1.5717,10.8033,12.051,1557.98,4.8807,1.9738,65.218,2.1041,48.993,11.7728
2/05/2008,1.5458,161.94,0.779,1.6238,1.6554,1.5715,10.8013,12.0498,1563.19,4.8909,1.9772,65.233,2.1058,49.025,11.7563
30/04/2008,1.554,162.62,0.79015,1.6147,1.6614,1.5689,10.8586,12.1127,1562.55,4.9091,1.9992,65.61,2.1149,49.215,11.8205
29/04/2008,1.5571,161.73,0.78895,1.6153,1.671,1.5782,10.8763,12.1328,1559.44,4.9072,2.0097,65.686,2.119,49.385,11.8167
28/04/2008,1.5628,163.55,0.7847,1.6181,1.6666,1.5853,10.9418,12.1745,1556.94,4.9377,1.9906,66.036,2.1293,49.533,11.7966
25/04/2008,1.5596,163.01,0.78605,1.617,1.6744,1.5861,10.9328,12.1556,1551.41,4.9213,1.9992,65.378,2.1295,49.455,11.9151
24/04/2008,1.5769,163.07,0.798,1.6156,1.6689,1.6042,11.0336,12.2875,1570.99,4.957,1.9922,66.19,2.1393,49.814,12.2194
