CURRENCY1;EUR;CURRENCY2;USD
YEAR;2018;AVERAGE;1.180955;MIN;1.126100;MAX;1.249300;NB;255.000000
YEAR;2019;AVERAGE;1.119475;MIN;1.088900;MAX;1.153500;NB;255.000000
YEAR;2020;AVERAGE;1.102550;MIN;1.070700;MAX;1.145600;NB;129.000000
