CURRENCY1;EUR;CURRENCY2;USD
STARTDATE;1953-08-10;ENDDATE;2020-07-03
1953-08-10;1.049780
1953-08-11;1.049792
1953-08-12;1.050018
1953-08-13;1.049619
1953-08-14;1.046953
1953-08-15;1.047307
1953-08-16;1.047307
1953-08-17;1.049427
1953-08-18;1.047917
1953-08-19;1.047366
1953-08-20;1.047037
1953-08-21;1.046878
1953-08-22;1.047325
1953-08-23;1.047325
1953-08-24;1.047277
MIN;1.046878
MAX;1.050018
AVERAGE;1.048369
STDDEVIATION;0.001273
VOLATILITY;1.5792
